Attack type,Attack vector,Improper network segmentation,Number of users affected,Impact on data,Level of digital intensity,Organisation size,Inappropriate remote access,Absence of encryption,Aspect of Confidentiality-Integrity-Availability triad affected,Attacker type
3,7,1,346,1,2,0,1,1,1,Unknown
2,3,0,294,1,2,0,0,1,1,Insider or Physical theft
2,3,1,346,2,2,0,0,1,1,Unknown
3,5,1,261,2,2,0,1,1,1,Unknown
3,7,2,226,2,2,0,0,2,1,Unknown
0,5,2,346,2,2,1,1,1,1,Cybercriminal group
0,6,2,279,2,2,0,0,2,1,Cybercriminal group
2,3,0,6,2,2,0,0,0,1,Unknown
4,2,2,279,2,2,0,0,2,1,Unknown
3,7,1,339,2,2,0,0,1,1,Unknown
1,1,0,308,2,2,0,2,0,1,Unknown
3,5,1,346,1,2,0,1,1,1,Unknown
3,5,1,160,2,2,0,1,1,1,Unknown
2,3,0,106,2,2,0,0,0,1,Insider or Physical theft
4,2,2,116,2,2,0,2,2,1,Unknown
3,7,2,77,2,2,0,0,2,1,Unknown
3,7,2,13,2,2,0,0,2,1,Unknown
3,7,2,122,2,2,0,0,2,1,Unknown
3,7,2,346,2,2,0,0,2,1,Unknown
2,3,0,329,1,2,0,0,2,1,Insider or Physical theft
2,3,0,287,1,2,3,0,2,1,Insider or Physical theft
3,7,2,101,2,2,0,2,2,1,Unknown
2,3,0,115,2,2,0,0,2,1,Unknown
1,4,0,346,0,2,0,0,0,1,Phisher
0,7,1,282,2,2,0,0,1,1,Cybercriminal group
3,5,0,144,0,2,0,0,2,1,Unknown
4,2,2,346,0,3,1,0,2,1,Unknown
0,2,0,346,0,1,0,0,2,1,Cybercriminal group
0,7,1,346,0,2,2,2,1,0,Cybercriminal group
0,7,1,147,0,2,0,1,1,0,Cybercriminal group
1,4,0,346,0,0,1,0,0,1,Phisher
0,3,2,346,2,3,0,0,2,1,Cybercriminal group
3,7,1,180,2,3,0,1,1,1,Unknown
1,2,2,346,0,3,1,0,2,1,Script kiddie or Hacker
3,5,2,134,2,3,0,0,2,1,Unknown
0,9,2,346,2,3,0,2,2,1,Cybercriminal group
3,7,2,296,2,3,0,0,2,1,Unknown
0,6,2,346,0,0,1,0,2,0,Cybercriminal group
2,3,0,346,2,2,0,0,2,1,Insider or Physical theft
1,1,2,149,2,3,3,2,2,1,Unknown
4,7,2,91,0,2,3,1,2,1,Script kiddie or Hacker
1,9,0,177,1,0,3,1,0,1,Third-party
3,7,1,322,2,2,3,2,2,1,Unknown
1,4,0,346,2,2,0,0,2,1,Unknown
2,3,0,69,2,2,0,0,0,1,Insider or Physical theft
4,8,1,346,0,3,3,0,2,1,Unknown
4,8,1,346,0,0,3,0,2,1,Unknown
1,9,0,346,2,2,1,2,0,1,Third-party
4,7,2,346,0,3,1,0,2,1,Unknown
1,4,0,346,2,0,0,0,2,1,Phisher
0,7,0,346,0,3,0,0,2,1,Cybercriminal group
2,3,0,346,1,0,0,0,2,1,Insider or Physical theft
1,4,0,346,2,2,0,0,0,1,Phisher
3,4,0,63,2,2,0,0,2,1,Phisher
2,3,0,346,2,2,0,0,2,1,Insider or Physical theft
0,8,2,239,2,2,3,0,2,1,Cybercriminal group
4,8,1,52,0,0,0,0,2,1,Unknown
4,9,1,346,0,3,0,0,2,1,Third-party
3,7,2,331,2,3,3,0,2,1,Unknown
3,7,1,346,0,1,0,0,2,1,Unknown
0,7,1,88,2,2,0,0,1,1,Unknown
2,3,0,85,2,2,0,0,1,1,Insider or Physical theft
3,5,2,346,0,2,0,0,2,0,Unknown
3,7,2,312,0,2,2,0,2,1,Unknown
4,7,2,84,0,0,0,0,2,1,Script kiddie or Hacker
2,3,0,0,0,2,3,0,0,1,Insider or Physical theft
3,7,2,106,2,0,0,0,2,1,Unknown
1,4,0,244,1,0,1,0,0,1,Unknown
3,1,2,264,1,3,0,1,2,1,Unknown
2,3,0,346,0,3,1,0,2,1,Insider or Physical theft
4,9,1,346,0,3,3,1,1,1,Unknown
1,0,0,225,0,0,0,0,0,1,Unknown
0,5,2,346,0,2,2,1,2,0,Cybercriminal group
0,7,1,346,0,2,0,1,1,0,Cybercriminal group
1,1,1,346,1,0,3,1,1,1,Unknown
3,5,1,39,1,3,0,1,1,1,Unknown
2,3,0,346,2,3,3,0,2,1,Insider or Physical theft
2,3,0,31,2,2,0,0,2,1,Insider or Physical theft
1,4,2,298,1,2,0,0,2,1,Phisher
3,4,2,297,1,3,1,0,2,1,Unknown
3,7,2,330,0,0,0,0,2,1,Unknown
3,5,2,214,2,3,0,0,2,1,Unknown
1,4,2,346,2,0,3,0,2,1,Phisher
2,3,0,346,2,0,0,0,2,1,Insider or Physical theft
1,4,1,346,0,1,0,0,1,1,Unknown
0,7,1,346,0,1,0,1,1,1,Cybercriminal group
3,9,2,93,0,2,0,0,2,1,Third-party
3,7,1,346,1,2,0,1,1,1,Unknown
1,5,1,104,0,0,0,1,1,1,Unknown
0,9,1,346,0,0,2,1,1,1,Cybercriminal group
3,7,1,346,2,0,2,1,1,1,Unknown
0,7,1,346,0,1,0,1,2,1,Cybercriminal group
1,9,1,346,2,1,0,1,2,1,Script kiddie or Hacker
3,7,1,346,0,1,0,1,2,1,Unknown
3,7,1,346,0,1,0,1,2,1,Unknown
3,7,1,115,1,3,3,1,2,1,Unknown
0,7,1,157,0,2,3,1,1,0,Cybercriminal group
3,7,1,132,0,0,0,1,1,1,Unknown
3,7,1,346,1,3,1,1,1,1,Script kiddie or Hacker
1,5,2,346,0,0,0,0,2,1,Script kiddie or Hacker
3,4,2,259,0,1,0,0,2,1,Unknown
3,5,1,159,1,0,0,1,1,1,Unknown
1,4,2,234,1,0,0,1,2,1,Phisher
4,2,1,219,1,0,3,1,2,1,Unknown
4,8,1,216,0,3,1,1,2,1,Unknown
0,1,1,346,0,1,2,0,2,1,Cybercriminal group
2,3,0,263,0,2,3,0,2,1,Insider or Physical theft
2,3,0,346,0,1,0,0,2,1,Insider or Physical theft
4,7,1,130,2,2,0,0,1,1,Unknown
0,7,1,346,0,1,1,0,2,1,Cybercriminal group
3,1,0,346,1,2,0,0,0,1,Unknown
4,8,1,346,0,2,0,0,1,1,Unknown
1,5,1,83,0,0,0,1,1,1,Unknown
4,5,0,346,0,3,0,0,0,1,Unknown
0,5,2,243,0,2,1,0,0,0,Cybercriminal group
3,5,2,346,0,0,0,0,2,1,Unknown
2,3,0,119,2,2,2,0,2,1,Insider or Physical theft
3,9,0,139,2,2,3,0,0,1,Third-party
4,8,2,174,0,3,0,0,2,1,Unknown
0,9,0,346,0,0,3,0,2,1,Third-party
0,8,0,346,0,2,0,0,2,1,Script kiddie or Hacker
3,5,2,74,2,3,0,0,2,1,Unknown
3,7,2,193,0,0,0,1,2,1,Unknown
3,8,1,178,1,3,3,2,2,1,Script kiddie or Hacker
3,7,1,245,0,3,1,1,1,1,Unknown
0,4,2,68,2,2,1,0,2,1,Cybercriminal group
0,5,2,210,2,2,0,0,2,1,Cybercriminal group
2,3,0,346,0,2,0,0,2,1,Insider or Physical theft
4,5,2,263,0,0,0,0,2,1,Script kiddie or Hacker
0,5,2,346,0,3,0,0,2,1,Cybercriminal group
2,9,0,236,0,2,0,0,2,1,Insider or Physical theft
2,3,0,280,2,2,3,0,2,1,Insider or Physical theft
0,5,2,231,0,2,3,0,2,0,Cybercriminal group
3,5,2,346,2,0,1,0,2,1,Unknown
3,4,2,346,2,2,0,0,2,1,Unknown
0,5,2,346,2,0,0,0,2,1,Unknown
0,4,2,235,2,2,0,0,1,1,Cybercriminal group
0,7,2,315,2,2,0,1,2,1,Unknown
0,9,1,346,0,1,0,0,1,1,Third-party
0,2,2,346,0,3,1,0,1,1,Unknown
4,9,2,346,2,0,2,0,1,1,Unknown
3,9,1,346,2,0,0,1,1,1,Unknown
3,9,1,227,2,3,0,0,2,1,Script kiddie or Hacker
3,9,1,346,2,3,1,0,1,1,Third-party
3,4,0,346,2,0,0,0,2,1,Phisher
0,5,1,346,0,2,2,0,1,0,Cybercriminal group
3,5,1,70,0,2,2,0,1,1,Unknown
0,9,1,346,0,2,2,0,1,0,Cybercriminal group
3,7,2,292,0,0,0,0,2,1,Unknown
3,5,2,346,0,0,0,0,2,1,Unknown
3,0,0,327,0,0,0,0,2,1,Unknown
3,1,0,346,1,0,0,0,2,1,Script kiddie or Hacker
2,3,0,15,2,2,0,0,2,1,Insider or Physical theft
0,5,2,346,0,1,0,0,2,1,Cybercriminal group
0,5,2,40,0,2,1,0,2,0,Cybercriminal group
4,8,2,346,0,3,0,0,2,1,Script kiddie or Hacker
1,4,2,50,2,2,0,0,2,1,Phisher
0,5,2,102,0,2,2,0,2,0,Cybercriminal group
4,8,2,346,0,3,3,0,2,1,Script kiddie or Hacker
1,9,0,215,2,2,0,0,0,1,Third-party
4,2,2,25,1,0,0,0,0,1,Unknown
1,0,0,149,0,2,0,0,0,1,Unknown
3,7,2,346,2,2,2,2,2,1,Unknown
2,3,0,346,2,0,1,0,2,1,Insider or Physical theft
0,7,0,346,0,1,0,0,2,1,Cybercriminal group
0,7,0,346,0,1,0,0,2,1,Cybercriminal group
0,9,0,346,0,3,2,0,2,1,Unknown
1,4,0,209,2,2,0,0,0,1,Phisher
3,5,2,49,1,2,0,0,2,1,Unknown
0,6,1,346,0,2,0,0,1,1,Cybercriminal group
1,4,2,346,2,2,0,0,0,1,Phisher
4,9,2,346,0,3,1,0,2,1,Third-party
3,7,2,346,0,3,3,0,2,1,Unknown
4,9,2,346,0,3,0,0,2,1,Script kiddie or Hacker
0,7,2,346,0,0,3,0,0,1,Unknown
1,9,2,300,2,2,0,0,0,1,Unknown
2,3,0,33,2,2,0,0,2,1,Insider or Physical theft
3,7,1,238,1,0,0,1,2,1,Unknown
0,8,2,346,0,3,2,0,2,1,Cybercriminal group
4,8,2,135,0,3,2,0,2,1,Unknown
4,8,1,346,0,3,3,0,2,1,Unknown
1,3,1,252,0,0,0,1,1,1,Unknown
3,9,1,346,1,0,0,0,2,1,Script kiddie or Hacker
3,5,1,346,0,0,0,0,2,1,Unknown
3,5,1,246,0,0,1,0,2,1,Unknown
0,7,2,189,0,2,0,0,2,1,Script kiddie or Hacker
0,8,1,346,0,3,2,1,2,1,Cybercriminal group
0,7,1,346,0,3,0,1,2,1,Cybercriminal group
0,3,2,346,0,2,2,0,2,1,Cybercriminal group
3,7,1,217,0,1,0,1,1,1,Script kiddie or Hacker
0,7,2,346,0,3,0,0,1,1,Cybercriminal group
1,4,2,41,2,2,0,1,2,1,Phisher
1,4,2,346,2,2,0,1,2,1,Phisher
0,2,2,346,0,3,1,1,2,1,Script kiddie or Hacker
3,7,2,346,0,3,0,1,2,1,Script kiddie or Hacker
3,5,2,97,1,0,0,1,2,1,Unknown
3,5,1,346,1,3,0,1,1,1,Unknown
3,7,1,158,2,3,0,1,1,1,Unknown
3,8,1,346,0,3,1,1,1,1,Unknown
0,8,2,346,0,3,0,0,1,1,Script kiddie or Hacker
4,8,2,346,0,3,1,0,1,1,Unknown
4,2,2,185,1,0,3,0,2,1,Script kiddie or Hacker
1,4,1,307,2,2,0,1,2,1,Script kiddie or Hacker
1,4,0,346,2,3,0,0,2,1,Unknown
1,4,0,346,2,2,0,0,2,1,Unknown
3,7,1,346,2,2,0,0,2,1,Unknown
0,7,2,346,0,1,1,0,2,1,Cybercriminal group
2,9,0,256,0,3,3,0,2,1,Insider or Physical theft
0,7,2,157,1,2,0,0,2,1,Cybercriminal group
4,7,2,346,1,3,0,0,2,1,Unknown
4,8,1,346,0,2,0,1,2,1,Unknown
2,3,0,144,2,2,0,0,2,1,Insider or Physical theft
4,8,1,346,2,0,1,0,2,1,Unknown
3,7,1,18,2,2,0,1,1,1,Unknown
2,3,1,2,2,0,0,0,2,1,Insider or Physical theft
0,7,1,217,0,2,1,1,1,0,Cybercriminal group
0,8,2,346,0,1,3,1,1,1,Script kiddie or Hacker
0,4,2,200,0,3,1,0,1,1,Cybercriminal group
2,3,0,346,2,2,1,0,2,1,Insider or Physical theft
0,9,2,1,2,2,0,0,2,1,Unknown
1,4,0,9,2,2,0,0,2,1,Unknown
4,8,2,346,0,0,2,0,2,1,Unknown
0,5,2,143,0,2,1,0,0,0,Cybercriminal group
4,9,2,296,1,3,3,0,2,1,Unknown
2,3,0,346,2,2,0,0,0,1,Insider or Physical theft
4,2,0,231,0,1,0,0,1,1,Unknown
0,7,1,346,0,3,1,1,2,1,Cybercriminal group
0,7,1,346,0,3,0,1,2,1,Cybercriminal group
1,4,0,346,1,2,0,0,2,1,Phisher
2,3,0,346,2,0,1,0,1,1,Unknown
2,3,0,309,2,2,0,0,2,1,Insider or Physical theft
3,7,2,330,2,2,0,0,2,1,Unknown
4,8,2,346,0,3,2,0,2,1,Unknown
4,8,2,346,0,3,1,0,2,1,Unknown
0,2,2,346,0,1,1,0,2,1,Unknown
3,1,2,77,2,2,0,0,2,1,Script kiddie or Hacker
3,5,2,346,2,0,0,0,2,1,Unknown
2,3,0,203,2,3,3,0,1,1,Insider or Physical theft
2,3,0,346,2,2,0,0,1,1,Insider or Physical theft
4,8,2,346,2,2,0,0,2,1,Unknown
2,3,0,64,2,2,0,0,1,1,Unknown
0,7,2,346,2,0,1,0,2,1,Cybercriminal group
3,7,2,346,2,2,2,0,2,1,Unknown
2,3,0,239,2,2,0,0,2,1,Insider or Physical theft
3,7,2,11,0,0,0,1,1,1,Unknown
1,0,1,1,2,0,0,1,1,1,Unknown
0,7,1,337,0,2,2,1,1,0,Cybercriminal group
2,3,0,346,2,2,2,0,2,1,Unknown
0,7,2,204,0,0,0,0,2,1,Unknown
3,7,1,59,1,1,1,1,2,1,Unknown
3,7,1,346,1,2,3,1,2,1,Unknown
3,7,2,17,2,0,0,1,1,1,Unknown
3,5,1,129,0,3,1,1,2,1,Unknown
0,7,2,346,0,0,3,2,2,0,Cybercriminal group
1,4,1,104,1,2,1,1,0,1,Phisher
0,5,2,20,0,1,0,0,2,1,Cybercriminal group
0,7,1,346,0,2,0,1,1,1,Cybercriminal group
3,2,1,346,1,2,3,1,1,1,Unknown
2,3,0,346,1,2,2,0,2,1,Unknown
1,4,0,346,2,2,0,0,0,1,Phisher
1,5,1,112,2,0,3,1,1,1,Unknown
2,3,0,167,1,2,0,0,2,1,Insider or Physical theft
3,7,1,346,1,0,1,1,1,1,Unknown
2,3,0,346,1,0,1,0,2,1,Insider or Physical theft
1,4,2,21,0,0,1,0,2,1,Phisher
0,6,1,89,1,2,0,1,1,1,Unknown
3,5,1,190,2,1,3,1,1,1,Unknown
3,2,1,157,0,2,3,1,1,1,Unknown
3,7,1,163,2,2,0,1,1,1,Unknown
1,0,0,310,0,0,1,0,0,1,Unknown
3,5,1,106,1,3,2,1,2,1,Unknown
1,5,1,346,1,3,0,1,1,1,Unknown
0,5,1,346,0,0,3,1,1,1,Cybercriminal group
0,9,1,346,0,3,3,1,1,1,Unknown
2,3,0,333,1,2,1,0,2,1,Insider or Physical theft
1,1,1,346,1,0,0,1,1,1,Unknown
1,4,1,346,1,2,0,1,1,1,Phisher
4,8,2,232,0,0,0,0,0,1,Unknown
0,5,1,346,0,1,0,1,1,1,Cybercriminal group
3,5,1,204,1,2,0,1,1,1,Unknown
2,9,2,346,2,2,0,0,2,1,Unknown
2,3,0,202,2,2,0,0,0,1,Insider or Physical theft
2,3,0,32,2,2,3,0,2,1,Insider or Physical theft
3,4,0,89,1,2,0,0,0,1,Phisher
3,7,2,253,1,0,0,0,2,1,Unknown
1,1,1,346,2,0,2,1,0,1,Unknown
0,5,1,346,0,1,0,1,1,1,Cybercriminal group
1,5,1,57,0,0,0,1,1,1,Unknown
2,3,0,346,2,2,0,0,2,1,Insider or Physical theft
0,7,1,346,0,1,0,1,1,1,Cybercriminal group
3,5,1,346,0,0,3,1,2,1,Unknown
2,3,0,257,2,2,0,0,2,1,Insider or Physical theft
2,9,1,199,0,0,0,0,2,1,Unknown
1,4,1,346,1,2,0,1,1,1,Phisher
1,9,1,346,0,3,0,1,1,1,Script kiddie or Hacker
0,9,1,346,0,3,3,1,1,1,Unknown
3,5,1,346,1,3,0,1,2,1,Unknown
3,5,1,346,2,3,0,0,1,1,Unknown
4,8,1,150,1,3,3,1,1,1,Unknown
2,3,0,346,1,2,0,0,2,1,Insider or Physical theft
2,3,0,346,2,0,0,0,2,1,Insider or Physical theft
3,5,1,346,0,3,3,1,1,1,Unknown
1,7,2,266,0,0,3,1,2,1,Unknown
2,4,0,346,0,3,3,0,0,1,Phisher
1,2,1,346,0,3,3,0,1,1,Unknown
2,3,0,346,1,0,1,0,2,1,Insider or Physical theft
2,9,0,52,2,3,0,0,2,1,Insider or Physical theft
0,5,1,0,0,2,2,1,1,0,Cybercriminal group
0,8,2,346,0,3,2,0,2,1,Cybercriminal group
1,2,1,346,1,0,0,1,1,1,Unknown
4,8,1,241,2,3,3,1,1,1,Unknown
1,4,0,346,2,3,0,0,1,1,Phisher
0,5,2,103,2,2,0,0,0,1,Unknown
3,9,1,203,1,2,0,1,1,1,Third-party
3,1,2,218,2,2,0,2,1,1,Unknown
2,3,0,2,0,0,3,0,0,1,Unknown
3,5,1,267,2,0,0,1,1,1,Unknown
2,3,0,346,2,2,0,0,2,1,Unknown
3,5,1,38,1,2,0,1,1,1,Unknown
1,4,1,346,1,2,0,1,1,1,Phisher
3,5,1,114,0,2,3,1,1,1,Unknown
2,3,0,213,1,2,1,0,2,1,Insider or Physical theft
2,3,0,157,2,2,0,0,2,1,Unknown
3,1,1,346,0,0,0,1,1,1,Unknown
2,3,1,217,2,2,0,0,2,1,Insider or Physical theft
1,4,1,346,2,2,3,1,1,1,Phisher
1,0,0,106,0,0,0,0,2,1,Unknown
1,4,1,284,2,3,0,1,1,1,Phisher
1,4,1,346,1,0,0,1,1,1,Phisher
1,4,1,346,0,0,1,1,1,1,Phisher
1,5,1,123,0,2,1,0,1,1,Phisher
3,5,1,346,2,1,0,1,1,1,Unknown
0,2,0,346,0,1,0,0,2,1,Cybercriminal group
0,2,2,346,0,0,3,0,2,1,Cybercriminal group
3,5,1,346,0,3,3,0,2,1,Unknown
0,5,1,346,0,2,2,1,1,1,Cybercriminal group
3,5,1,346,1,0,0,0,2,1,Unknown
3,5,0,98,2,0,0,0,2,1,Unknown
4,8,1,346,2,3,3,1,1,1,Unknown
4,2,2,273,1,0,3,0,2,1,Unknown
1,3,0,313,0,3,0,0,0,1,Unknown
3,1,0,346,1,3,0,0,0,1,Unknown
0,5,2,346,0,1,0,0,2,1,Cybercriminal group
3,7,1,247,0,1,3,1,2,1,Unknown
0,5,1,346,0,0,1,1,1,1,Cybercriminal group
0,5,2,346,0,1,1,0,2,1,Cybercriminal group
4,7,2,118,0,0,0,0,2,1,Unknown
2,3,0,171,0,3,2,0,2,1,Insider or Physical theft
2,3,0,26,2,2,0,0,2,1,Insider or Physical theft
2,3,0,247,0,0,0,0,2,1,Insider or Physical theft
1,4,0,346,2,0,1,0,2,1,Phisher
1,5,1,346,1,0,0,1,2,1,Unknown
3,7,1,346,2,2,0,1,1,1,Unknown
3,5,2,295,0,0,0,0,2,1,Unknown
2,3,0,346,2,2,2,0,2,1,Insider or Physical theft
2,3,0,108,2,2,0,0,2,1,Insider or Physical theft
2,3,0,346,2,2,1,0,2,1,Insider or Physical theft
2,3,0,346,2,2,0,0,2,1,Insider or Physical theft
0,5,2,346,0,2,3,0,2,0,Cybercriminal group
3,7,1,56,2,2,2,0,2,1,Unknown
3,8,1,275,0,3,3,0,2,1,Unknown
3,2,2,105,0,0,0,0,2,1,Unknown
3,8,1,198,1,3,3,1,2,1,Unknown
3,5,1,86,1,0,3,0,2,1,Unknown
0,5,2,53,0,3,0,1,2,1,Cybercriminal group
0,3,2,346,0,3,0,0,2,1,Unknown
3,5,1,328,0,3,0,0,1,1,Unknown
3,5,2,346,2,1,0,0,2,1,Unknown
0,7,1,346,0,2,2,1,1,0,Cybercriminal group
0,5,2,125,0,2,2,2,2,0,Cybercriminal group
0,5,1,346,2,2,2,1,2,1,Unknown
3,7,1,346,1,0,1,0,1,1,Unknown
3,4,1,346,2,1,3,1,2,1,Phisher
1,9,1,346,1,0,1,1,1,1,Third-party
2,3,0,346,2,2,0,0,2,1,Insider or Physical theft
3,5,1,161,1,0,0,1,1,1,Unknown
0,5,1,346,0,2,0,1,2,0,Cybercriminal group
0,6,1,324,2,2,0,0,2,1,Unknown
3,7,1,346,2,2,0,1,1,1,Unknown
3,7,1,42,2,2,0,0,2,1,Unknown
1,5,1,346,0,3,1,1,2,1,Unknown
3,5,2,58,0,3,0,0,2,1,Unknown
2,3,0,346,2,0,0,0,2,1,Insider or Physical theft
2,3,0,168,2,0,0,0,2,1,Insider or Physical theft
3,5,1,65,1,3,3,1,2,1,Unknown
1,4,1,346,1,0,3,1,1,1,Phisher
0,8,0,346,0,3,3,0,2,1,Unknown
2,3,0,231,2,2,0,0,2,1,Insider or Physical theft
4,9,0,346,0,1,1,0,2,1,Third-party
3,5,1,43,0,0,1,0,2,1,Unknown
1,4,1,148,1,2,1,1,1,1,Phisher
3,5,1,75,1,3,0,1,2,1,Unknown
3,7,1,346,2,2,0,1,1,1,Unknown
1,0,0,346,0,2,0,0,0,1,Unknown
3,5,2,346,0,1,0,0,2,1,Unknown
3,9,1,293,0,2,0,0,1,0,Unknown
1,5,1,346,2,0,1,1,2,1,Unknown
1,9,1,73,2,2,0,1,2,1,Script kiddie or Hacker
1,4,1,290,2,3,0,1,1,1,Phisher
1,4,1,346,2,2,0,1,1,1,Phisher
1,2,1,296,1,3,0,1,2,1,Unknown
1,5,1,111,1,2,0,1,1,1,Unknown
1,5,1,346,1,0,0,0,1,1,Unknown
4,2,2,78,0,0,0,0,2,1,Unknown
4,5,1,346,2,0,0,1,1,1,Unknown
0,7,1,346,0,1,0,1,1,1,Cybercriminal group
3,5,1,233,1,0,1,1,0,1,Unknown
3,5,1,170,1,3,3,1,2,1,Unknown
3,5,1,3,1,2,0,1,1,1,Unknown
3,7,1,66,2,0,0,1,1,1,Unknown
3,5,1,276,1,2,0,0,1,1,Unknown
0,5,1,346,0,2,3,1,2,0,Cybercriminal group
1,4,0,131,2,2,1,0,0,1,Unknown
0,5,2,346,0,2,2,0,2,0,Cybercriminal group
4,8,2,346,0,2,1,1,1,1,Unknown
3,5,1,233,1,3,0,1,1,1,Unknown
0,9,1,346,0,2,3,1,1,0,Cybercriminal group
2,3,0,346,2,2,0,0,2,1,Insider or Physical theft
0,5,1,346,0,2,3,1,1,0,Cybercriminal group
0,4,1,41,0,2,2,1,1,0,Cybercriminal group
0,5,1,346,0,1,1,1,1,0,Cybercriminal group
4,2,2,94,0,3,1,2,2,1,Unknown
1,6,1,217,2,3,0,0,1,1,Script kiddie or Hacker
2,3,0,41,2,2,0,0,2,1,Insider or Physical theft
0,5,1,206,0,2,1,1,1,0,Cybercriminal group
2,3,2,100,2,0,0,0,2,1,Insider or Physical theft
1,4,1,346,1,0,0,1,1,1,Phisher
1,0,0,346,0,0,3,0,0,1,Unknown
3,5,1,346,1,0,0,1,1,1,Unknown
3,5,1,346,0,0,3,1,1,1,Unknown
0,5,2,346,0,3,1,0,2,1,Cybercriminal group
3,5,1,135,1,3,3,0,1,1,Unknown
2,3,0,346,2,3,3,0,2,1,Insider or Physical theft
3,5,1,346,0,3,3,0,2,1,Unknown
2,3,0,275,2,3,0,0,2,1,Insider or Physical theft
3,5,0,341,0,2,3,0,2,1,Unknown
0,5,2,346,0,2,0,1,2,1,Cybercriminal group
0,5,2,346,0,2,0,1,2,1,Cybercriminal group
3,7,2,211,1,3,3,0,2,1,Unknown
2,3,0,346,2,2,3,0,2,1,Insider or Physical theft
3,5,1,346,1,3,0,0,1,1,Unknown
3,9,1,346,0,1,1,1,1,1,Unknown
3,5,2,346,0,3,3,0,2,1,Unknown
3,5,1,346,0,0,2,1,1,1,Unknown
3,5,1,208,1,0,0,1,1,1,Unknown
0,5,1,213,2,2,3,1,1,1,Unknown
3,7,2,299,0,3,0,0,2,1,Unknown
1,4,1,89,2,3,0,1,1,1,Phisher
2,9,0,296,2,3,0,0,2,1,Insider or Physical theft
4,8,1,346,0,1,1,0,2,1,Unknown
2,3,1,346,2,0,2,1,1,1,Insider or Physical theft
3,5,0,346,2,3,0,0,2,1,Unknown
3,5,1,346,0,3,3,0,2,1,Unknown
0,5,1,346,0,3,0,1,2,1,Unknown
3,7,2,164,2,2,0,0,2,1,Unknown
3,6,2,207,2,2,0,0,2,1,Unknown
2,3,0,346,2,2,0,0,2,1,Insider or Physical theft
2,3,0,346,2,2,0,0,2,1,Insider or Physical theft
2,3,0,346,2,3,0,0,0,1,Insider or Physical theft
2,3,0,346,0,0,0,0,2,1,Insider or Physical theft
3,5,2,346,0,0,3,0,2,1,Unknown
4,5,1,346,0,2,1,1,1,1,Unknown
2,3,0,89,1,2,3,0,1,1,Insider or Physical theft
3,5,1,65,0,0,0,0,1,1,Unknown
4,2,2,346,2,3,3,1,2,1,Unknown
2,3,0,346,2,1,0,0,2,1,Insider or Physical theft
1,4,1,187,1,2,3,1,1,1,Phisher
1,0,2,346,2,0,0,1,2,1,Unknown
3,5,1,346,2,3,3,1,1,1,Unknown
0,5,2,346,0,3,3,1,2,1,Cybercriminal group
0,9,1,314,0,3,3,0,2,1,Cybercriminal group
0,5,1,2,1,0,0,2,2,1,Cybercriminal group
1,6,2,346,2,2,0,2,2,1,Unknown
1,1,1,346,1,0,3,2,2,1,Unknown
3,9,1,270,2,2,3,1,2,1,Unknown
0,2,2,346,0,3,1,0,2,1,Unknown
0,5,1,346,0,3,3,1,1,1,Cybercriminal group
3,7,2,346,0,0,3,0,2,1,Unknown
0,7,2,346,0,0,1,1,2,1,Cybercriminal group
1,4,0,346,0,0,0,0,0,1,Phisher
3,5,0,346,2,0,1,0,2,1,Unknown
0,5,1,73,0,2,2,1,1,0,Cybercriminal group
3,7,0,346,2,2,2,0,2,1,Unknown
3,5,1,346,2,2,2,1,1,1,Unknown
0,5,2,212,0,1,0,0,2,1,Cybercriminal group
3,5,1,346,0,3,0,1,2,1,Unknown
0,5,1,346,0,0,0,1,2,1,Cybercriminal group
3,5,1,326,2,2,2,1,1,1,Unknown
2,3,0,332,2,2,0,0,2,1,Insider or Physical theft
2,3,0,0,2,2,0,0,0,1,Insider or Physical theft
3,5,1,0,2,2,0,0,1,1,Unknown
3,7,1,346,2,2,0,1,2,1,Unknown
3,5,1,346,0,2,0,1,1,1,Unknown
3,9,1,346,2,2,0,1,2,1,Third-party
1,5,1,96,1,2,0,1,1,1,Unknown
1,4,1,210,1,2,0,1,1,1,Phisher
0,4,1,346,0,2,0,1,1,0,Cybercriminal group
3,7,1,151,1,2,3,1,1,1,Unknown
2,3,0,26,2,2,0,0,2,1,Insider or Physical theft
3,5,1,346,2,2,0,1,2,1,Unknown
3,5,2,346,1,0,0,0,2,1,Unknown
0,2,2,44,0,0,0,0,2,1,Unknown
0,5,0,346,0,1,0,0,2,1,Cybercriminal group
0,9,1,346,0,3,0,1,1,1,Cybercriminal group
1,5,1,92,2,2,0,1,1,1,Unknown
2,9,0,100,2,3,0,0,2,1,Insider or Physical theft
2,5,1,346,2,3,0,0,1,1,Insider or Physical theft
3,5,1,346,2,0,2,1,1,1,Unknown
2,3,0,346,2,0,2,0,2,1,Insider or Physical theft
0,5,2,346,0,1,0,0,2,1,Cybercriminal group
0,5,1,346,0,1,0,1,2,1,Cybercriminal group
0,5,1,346,0,2,0,1,2,0,Unknown
1,3,0,342,2,2,0,0,0,1,Unknown
1,4,1,346,2,0,0,1,1,1,Phisher
0,5,1,346,2,2,0,1,1,1,Cybercriminal group
3,5,1,149,2,3,0,0,1,1,Unknown
1,0,0,95,2,0,0,0,2,1,Unknown
2,3,0,294,2,2,1,0,0,1,Insider or Physical theft
